name,lat,lon,obs_cnt,temp_avg,temp_var,temp_cnt,temp_max,temp_min,humid_avg,humid_var,humid_cnt,humid_max,humid_min,pm1_avg,pm1_var,pm1_cnt,pm1_max,pm1_min,pm2_5_avg,pm2_5_var,pm2_5_cnt,pm2_5_max,pm2_5_min,pm10_avg,pm10_var,pm10_cnt,pm10_max,pm10_min
"661 Dimmick Dr. Outside",34.105414,-118.211069,16149,74.3824878241409,185.432123251513,15194,115.8,3.27,42.7418687898926,264.208713775095,15197,72.91,0.55,9.75997582489386,90.5148033253427,15305,171.74,0,15.3676543613199,229.118678371116,15305,175.81,0,18.3568925187847,300.13632520963,15305,189.79,0
"717 n citrus ave",34.084063,-118.339917,14112,75.3469999999999,85.2049186278427,14030,107.97,3.73,47.4803734853884,157.577866208776,14030,72.84,2.29,11.1465367167564,73.2255247737993,14108,133.78,0,17.9113481712504,222.811780531492,14108,138.81,0,19.9481450240998,292.726520376782,14108,143.24,0
"829 Broadway",34.019053,-118.489498,4716,68.635808792146,28.3021589081491,4686,92.7,26.18,42.8560371318823,192.580792125835,4686,72,5,8.20413463580378,88.4547612996267,4709,114.1,0,13.0049585899342,254.404768843867,4709,148.43,0,13.8076789127203,294.065148583373,4709,152.04,0
"875 Terrace 49",34.114075,-118.211084,3949,62.483125,54.9084472585767,3936,92.97,45,53.7595604674797,268.479280696216,3936,97,7.2,9.30581300813008,104.176146835673,3936,85.61,0,15.7458409552845,340.08628595081,3936,119.67,0,17.1798018292683,409.275959706589,3936,127.61,0
"9IV OUT",33.681972,-117.795642,12452,76.6101063299543,149.172032388793,12038,115.4,15.98,53.6051870967738,1420.67156917217,12400,255,1.43,7.50796141479093,40.4970005709041,12440,62.32,0,11.4057162379422,103.979984341049,12440,101.98,0,13.1861189710611,138.876750994769,12440,119.45,0.02
"ABH",34.0244,-118.513022,2967,65.4338759689921,67.6078394559528,2967,93.13,43.33,44.0893764745534,294.798973279324,2967,80.03,3.52,7.80407819346142,78.9978857902424,2967,58.12,0,14.5287630603303,305.925388051393,2967,98.92,0,16.6719143916414,401.919241782285,2967,203.76,0
"APIFM",34.065706,-118.143297,17087,70.8762328036054,138.050960491609,16864,110,4.06,47.9250403130187,272.416341926403,16868,99.18,2,10.1141806971782,89.5644653926148,16868,178.35,0,14.9316498695755,222.405279787995,16868,270.44,0,19.3433412378469,422.019273628264,16868,361.96,0.01
"AQA-2",34.039487,-118.291552,4052,75.1814116485686,199.228724592785,4052,121.57,48.13,39.5317892398814,358.878716348559,4052,72.3,0,10.4548223099704,95.3668460558043,4052,201.4,0.01,16.8396692991115,252.28663282075,4052,271.44,0.12,18.739368213228,317.806455784405,4052,280.42,0.23
"AQMD North Inglewood",33.980984,-118.340454,8198,72.3014043248675,86.2646462484211,7954,104.4,45.45,57.9776716117677,657.775264840729,7954,100,3.4,10.5974389648437,127.477720848429,8192,313.18,0,17.4126428920371,330.567116747017,8188,289.86,0,19.7645798729849,424.860675467786,8188,355.78,0.02
"AQMD_CELA",34.066423,-118.226591,13525,71.6131129332836,134.716703906658,13415,108.7,21.84,52.3451278419681,301.921540566254,13415,99.29,5.17,12.2298883548984,95.4508782705864,13525,103.98,0,19.2369619223659,274.464139785965,13525,175.63,0,22.211068391867,405.598165636031,13525,214.97,0.06
"AQMD_Carson_FML_after121919",33.816,-118.23275,3060,63.9004803921567,58.8751569773856,3060,99.47,46.77,52.0084640522876,276.452672762681,3060,91.93,5.13,10.4829281045752,163.577259027193,3060,77.68,0,16.8067124183006,430.79360442201,3060,139.73,0.01,20.1108398692811,592.602004034498,3060,245.26,0.06
"AQMD_Compton",33.901365,-118.205055,14534,72.2450979980396,97.8455261472032,14286,108.77,21.51,50.7199433011342,216.724085282049,14286,94.26,1.28,10.8662032122905,98.6647040344057,14320,117.37,0,15.9659134078212,217.906986972039,14320,156.66,0.01,17.2412374301676,256.450766413349,14320,165.65,0.03
"AQMD_LF_11B",33.671296,-117.673254,4478,65.6386198384201,75.2341399802483,4456,105.6,46.1,45.9504286355474,343.496742554727,4456,81.69,5.63,4.83445691202871,46.0076177970206,4456,87.22,0,7.98382854578087,149.257763879912,4456,132.51,0,8.66962971274682,180.391256226493,4456,140.7,0
"AQMD_NASA_13",34.082261,-118.181925,16186,74.1995508701887,160.589070004133,16031,116.23,3.6,43.8375943366809,248.628787057981,16033,100,0.89,12.1724851595349,97.1005406357947,16172,160.76,0,18.6525884244375,271.901901159392,16172,258.2,0,20.7979656195893,356.228686010071,16172,285.02,0
"AQMD_NASA_14",33.99827,-118.437545,13018,75.9059936517765,116.929604689646,12917,121.43,12.09,45.6532275296122,183.232250893798,12917,93.17,0,9.92458891454966,82.0868277892682,12990,118.44,0,14.8389153194765,196.38292966486,12990,148.41,0,16.0031732101616,227.782146878149,12990,159.93,0.02
"AQMD_NASA_16",33.763767,-118.145649,16796,76.1745341123481,99.3341020942564,16431,109.33,-226,48.4631246973369,234.882012634125,16520,255,5.6,11.7810254252569,142.939967185998,16637,192.85,0,15.0940722486025,226.639719271768,16637,266.03,0,16.2230366051573,261.6866697037,16637,288.87,0
"AQMD_NASA_18",34.138439,-118.13797,16830,75.1919295312023,118.284642544006,16745,108,1.69,39.4563639620277,150.15609088639,16749,66,0.73,10.7080543336107,85.1074051731966,16822,155.41,0,16.0230513613127,247.843113196221,16822,427.15,0,17.6101373201761,353.862526792868,16822,812.36,0
"AQMD_NASA_19",33.7792,-118.0441,15216,73.9316221837089,102.01192573772,14425,105,1.87,45.3593678081243,166.100351142766,14426,79.26,0.62,8.88579129232891,84.4378411838903,14470,144.48,0,12.5876371803732,187.069161622448,14470,274.05,0,14.6929025570146,257.277497649638,14470,343.32,0
"AQMD_NASA_2",34.021534,-117.90991,17228,75.5540515969059,131.832613333269,16939,111.27,4,41.3000289239126,158.761556203415,16941,68.77,1.3,10.2750319321877,100.782393647009,17224,219.62,0,15.1707588248955,271.270579061843,17224,384.93,0,16.6987383882955,344.177511251532,17224,444.72,0.01
"AQMD_NASA_20",33.768719,-118.17295,17214,71.2780434656287,64.2365536856977,17209,102.43,3.62,53.5130945741839,171.785170072155,17214,89.05,2.75,8.76025792959221,74.9704676381099,17214,138.13,0,12.9293755083072,181.711407098514,17214,279.9,0,14.3473289183223,235.972765118438,17214,367.5,0.01
"AQMD_NASA_214",33.971276,-117.724229,8988,71.5666517457476,196.36888295694,8936,112.35,41.9,44.022136302596,291.862894473194,8936,75.7,3.8,8.85843554162936,66.1706451851006,8936,98.31,0,14.0028144583706,200.921183784708,8936,132.25,0,15.112224709042,244.642252263323,8936,141.65,0.01
"AQMD_NASA_218",33.885066,-117.914355,7952,74.6711102524465,198.688772050704,7764,126.1,48,42.606470891293,314.619336506815,7764,71.07,0,9.03493431221014,71.9224593670616,7764,67.4,0,14.4633217413705,220.416524002613,7764,123.71,0.04,16.6821226172076,306.671914082089,7764,148.85,0.1
"AQMD_NASA_221",34.13388,-118.018205,8312,71.6453948321659,190.389278487972,8282,111.2,42,44.5865443129677,284.320639330786,8282,74.5,3.77,8.79023786524992,57.3251483433646,8282,56.22,0,13.2522373822748,172.245161893649,8282,98.08,0,14.486306447718,215.996789193846,8282,111.96,0
"AQMD_NASA_227",34.01384,-118.158584,1480,68.3106447187928,53.6624214097217,1458,95.3,53.3,44.3813443072702,187.977481788029,1458,71.4,5.3,5.03321673525378,23.5135105103031,1458,70.14,0,7.62355967078188,61.0006396879262,1458,99.3,0.04,8.52831275720164,82.007880335884,1458,160.47,0.05
"AQMD_NASA_241",33.840326,-117.867544,8189,72.056808379544,129.133870093301,8115,104.7,47.45,43.3321540357364,247.749472263674,8115,72.2,2,8.1460874922982,59.2441897557162,8115,80.39,0,13.5269081947011,186.186444334064,8115,143.77,0,15.6969747381393,260.888328004661,8115,232.29,0.04
