name,lat,lon,obs_cnt,temp_avg,temp_var,temp_cnt,temp_max,temp_min,humid_avg,humid_var,humid_cnt,humid_max,humid_min,pm1_avg,pm1_var,pm1_cnt,pm1_max,pm1_min,pm2_5_avg,pm2_5_var,pm2_5_cnt,pm2_5_max,pm2_5_min,pm10_avg,pm10_var,pm10_cnt,pm10_max,pm10_min
"AQMD_NASA_248",34.164769,-118.591147,7571,69.062642979791,166.662639103563,7571,107.57,42.97,39.9819085986,322.46058004237,7571,72.1,1.93,6.46649055606921,304.586662517054,7571,367.75,0,10.3762937524765,637.564316195872,7571,538.69,0,12.1785391625942,764.607792185364,7571,588.03,0.01
"AQMD_NASA_25",34.141759,-118.060746,14740,76.0380009581168,193.541412231057,14612,116.77,18,39.6080429724922,149.15806791412,14614,67.16,6,9.29125831410337,69.0721863891153,14734,114.7,0,14.3112298086058,191.792660959468,14734,193.09,0,15.5181233880819,237.443051857168,14734,214.6,0
"AQMD_NASA_26",34.161382,-118.063419,14932,75.132310444939,147.185652608817,14811,109.07,3.24,41.5913027052555,182.586755913153,14823,78.38,2.04,7.96915465576188,48.0050126066105,14917,107.82,0,12.1586941073943,138.651896377126,14917,178.89,0,13.5888201380976,180.078743593084,14917,209,0.01
"AQMD_NASA_261",34.117691,-117.746524,7291,73.8785233487584,160.613228268002,7131,110.67,46.67,37.6963343149628,240.351081259325,7131,69.07,4.67,8.29706492778011,54.927021861001,7131,64.93,0,12.0662067031272,140.434249045066,7131,104.75,0,14.085175992147,211.329956893987,7131,137.4,0.03
"AQMD_NASA_287",34.012216,-118.100929,4160,64.8301299013712,62.4990635057398,4157,95.83,43.87,48.1125258599951,238.159305841788,4157,75.2,6.67,11.0325595381285,117.743617027554,4157,68.27,0,18.7767476545585,394.082401306133,4157,129.9,0,21.2839547750781,525.932522517685,4157,150.93,0.07
"AQMD_NASA_29",34.076629,-118.222371,15949,72.8290495685572,83.7460882563597,15877,107.53,6.68,42.6643293450883,181.470180317244,15880,95.67,1,9.25482138364772,67.9479112644024,15900,89.36,0,16.0228698113207,224.255480593151,15900,157.13,0,19.0245006289308,327.107328230394,15900,186.96,0.04
"AQMD_NASA_292",34.009305,-117.876617,7558,73.8879551486199,182.377161484915,7536,113.4,44.67,36.5788641188959,278.930341536412,7536,68.47,0.07,9.3883784501062,81.2707464345929,7536,102.53,0,14.6308479299363,260.809517701623,7536,137.36,0,16.1397107218684,315.13738059315,7536,147.15,0
"AQMD_NASA_33",34.171293,-118.177841,17231,71.9339413851247,144.727339372696,17197,110.03,6.56,46.6088992266094,208.89617535836,17197,71.69,5.07,9.45180820804552,68.603289340202,17227,100.62,0,13.541046032391,156.688165467924,17227,150.97,0,15.2631102339352,210.327186215817,17227,172.03,0.01
"AQMD_NASA_34",34.111188,-118.21065,17022,71.4672195555549,123.72999852682,16875,108.47,5.07,47.1477991111112,181.6009696254,16875,87.14,4.4,8.52056185718483,48.9639108750816,17015,84.26,0,13.3924954451954,137.836477174292,17015,141.83,0,15.2522768145754,189.046608651479,17015,164.32,0
"AQMD_NASA_38",34.174784,-118.126993,12032,65.5239281809768,88.4345638027475,11891,102,9.38,47.9236424787691,254.616996048421,11893,84.06,4.15,8.12732699907507,61.897655257762,11893,61.3,0,12.121342806693,159.784289594296,11893,92.55,0,14.9552476246531,271.788552909161,11893,125.07,0.02
"AQMD_NASA_4",34.01826,-118.460205,5772,67.9256449375868,72.5275290447084,5768,102.87,50.5,46.6771203190012,193.542334848015,5768,69,6.2,8.68279472954233,97.1926701836235,5768,109.53,0,13.7516227461857,283.213988106657,5768,126.55,0,15.0953311373093,340.616546309609,5768,144.74,0
"AQMD_NASA_40",34.123252,-118.175737,17195,74.3924622294816,119.153887829268,17143,108.63,9.54,38.104894125882,176.867739632648,17143,76.6,0,9.02415103134833,67.6254461092317,17162,103.19,0,14.380501107097,202.63432427542,17162,244.21,0,15.9846678708774,260.724755396359,17162,342.49,0
"AQMD_NASA_41",34.081702,-118.367503,16916,73.3666861695506,95.7096151865352,16066,106.4,33.57,45.3342665257137,167.055694351597,16081,77.8,4.3,9.92604800099478,67.0289388018244,16083,82.92,0,15.1947472486476,183.063108683468,16083,119.88,0,16.6776472051235,227.302479702167,16083,128.4,0
"AQMD_NASA_45",33.97171,-118.220708,17220,73.5166341520739,130.617617218326,17018,114.43,2.87,46.93148413631,213.048924949217,17020,88.33,2.48,11.5314405635456,109.779475287576,17035,230.7,0,17.0304631640739,254.220977072071,17035,361.72,0.01,19.4080428529499,355.508944907168,17035,408.11,0.02
"AQMD_NASA_48",34.104089,-117.746679,16941,72.7667079045977,167.829799195961,16813,112.47,10.4,41.5474204484627,205.420806532529,16813,74.5,4.67,10.5363563688044,87.2611924261141,16887,190.91,0,16.9444667495708,263.866999702303,16887,327.93,0,19.2808752294665,358.272875391688,16887,374.87,0.02
"AQMD_NASA_49",33.980699,-117.953697,16771,72.8753570988793,141.711167463756,16242,110.17,2.8,39.8707177151298,178.091360752938,16246,66,0.03,7.91608011958154,73.3281362839417,16725,230.57,0,12.7261566517191,233.066313630085,16725,414.29,0,14.5522487294471,311.827400115121,16725,492.55,0.01
"AQMD_NASA_5_after_07062018",34.155279,-118.568238,16692,75.9919105837232,196.582691356942,16686,122.23,47,37.5434078379677,260.765016305882,16688,77.88,4.03,6.58262173212734,143.284651251366,16142,522,0,9.22707966794701,213.194263635188,16142,522.12,0,10.7792014620245,262.881078211191,16142,522.99,0.14
"AQMD_NASA_7354",33.858295,-117.719986,6908,68.0784711162586,141.262234036343,6907,106.53,43.27,50.7081670768785,757.989295539417,6907,100,0.77,9.55449961568025,1567.66390759473,6505,966.72,0,13.961907763259,1692.2700273408,6505,971.19,0,15.3983858570331,1752.54466356884,6505,972.29,0
"AQMD_NASA_8",34.094693,-118.348052,16398,75.0269495512229,140.473389295151,16155,116.69,4.47,41.6418493532218,200.965542915408,16157,76.29,3.07,9.4993567142945,67.3033127619586,16167,75.78,0,14.7876724191253,184.050775919406,16167,109.16,0,16.4856862745098,238.383494158158,16167,116.92,0
"AQMD_NASA_9a",33.962801,-118.406279,17232,73.4400738758658,90.9420105646407,17191,107.3,8.8,47.1918647123827,121.072400175507,17193,71.44,6.1,7.58072971090214,55.0060347708293,17226,87.82,0,11.3806403111576,135.035892414361,17226,111.73,0,12.7412661093696,172.037723813419,17226,119.4,0
"AQMD_NASA_de0",33.943051,-117.998168,2129,66.2279062055896,57.7929346660801,2111,106.38,47.27,44.8771009000474,227.35675121209,2111,70.47,5.9,5.60083846518237,41.7503543203397,2111,53.32,0,9.72237801989578,136.777583631441,2111,90.8,0.04,11.3737849360492,183.081613013441,2111,155.09,0.06
"AQMD_NR_02",34.030882,-117.617338,3956,71.7385421412299,237.953709215883,3951,116.57,21.25,42.5562566438876,346.827063781209,3951,86.13,3.63,11.9568876518218,112.570044474341,3952,73.67,0,16.5979504048583,247.401912426798,3952,109.9,0.02,18.4904326923077,318.886290043053,3952,127.11,0.08
"AQMD_NR_04",33.859638,-118.200716,15702,72.3491603348354,97.1124463037383,15530,108.3,12.6,80.0875912690747,706.156334654918,15531,100,0.6,10.5464876401631,79.7342246488434,15696,80.61,0,15.2313379204893,178.122185836488,15696,104.96,0.01,17.1517596839958,230.328892385953,15696,126.17,0.06
"AQMD_PicoRivera",34.010421,-118.068618,16663,73.5727792569292,187.083853304009,16526,113.97,6.93,41.6579719349182,276.15372478218,16533,90.4,0,11.1273936265979,100.142092264147,16663,170.85,0,16.7570521514735,272.847949742028,16663,267.76,0,18.1964898277621,336.317394873965,16663,297.48,0
"Ackerman",34.116643,-118.229081,6912,69.2539245283019,127.523832062818,6890,104.33,45.57,45.8506894049344,262.295413038951,6890,75.9,4,9.34863134978228,70.2169687608694,6890,62.45,0,13.7511407837446,180.387289829211,6890,103.3,0,15.2862554426705,236.999011988739,6890,160.6,0.01
"Adams Square",34.135519,-118.244159,13102,73.1003091048203,151.063095122137,13070,113.77,43,44.9785279265493,241.589235127193,13070,80,2.33,11.6310221882173,85.3340900255234,13070,127.88,0,16.8998905891354,206.454219277951,13070,259.75,0,19.7848997704666,295.180863280947,13070,362.47,0.02
"Adl",34.011123,-118.459876,8730,67.4313688430697,70.3268089978611,8730,99.27,44.63,54.7611328751432,285.446052938006,8730,79.7,1.53,9.88090721649477,108.184511285926,8730,136.01,0,14.2421328751432,219.651211213867,8730,170.02,0,17.0911088201604,307.082995608502,8730,186.75,0.01
"AirHead",34.072166,-117.749625,8803,74.2456092293704,151.923918709165,8798,110.7,47.97,39.8934485110252,218.269883752664,8798,70,3.13,9.17938736076381,63.4416248946087,8798,68.35,0,13.4316458285974,160.553887344368,8798,108.81,0.01,15.4863957717663,227.776447812882,8798,142.73,0.06
"Arcadia",34.126789,-118.06222,16972,77.8556445289289,143.424023421661,16834,122.43,6.58,38.7815375935385,150.122361221814,16838,96.64,3.82,8.61458712344942,58.6883211391092,16930,112.16,0,11.9642776137033,130.907027952933,16930,170.34,0,13.5831647962197,182.694910852987,16930,201.97,0
"Arroyo Chill Tower",34.08795,-117.615685,1681,63.1589113622844,93.1482064927339,1681,97.9,46.83,48.3713444378347,316.670455334268,1681,81.46,4.03,6.81960737656157,57.3322309171836,1681,58.13,0,10.969750148721,168.161273628013,1681,92.8,0.03,12.3681439619274,206.037753814977,1681,102.49,0.14
"Arroyo Quad",34.087841,-117.616414,1681,65.8910350981558,103.39197261841,1681,96.8,48,43.3809994051161,321.342759000594,1681,80,4.63,5.66896490184415,42.2351859517435,1681,47.35,0,9.52078524687687,126.935789740163,1681,76.13,0.03,11.5026412849495,181.607901471843,1681,97.67,0.14
"Backyard",34.036194,-118.459694,4427,63.2908783477077,67.1425128946181,4406,96.83,44.4,49.0692464820698,321.227759295873,4406,76.27,3.4,9.01257830231502,117.069940138589,4406,85.56,0,13.3533068542896,310.991392717171,4406,241.4,0,15.6044144348615,491.432239282463,4406,499.77,0.02
"Balcony Bundy and Idaho",34.039015,-118.462034,7952,77.9248310214372,66.5117434762979,7930,106.53,58.93,35.9966721311473,100.792613655889,7930,58.8,3.43,7.65376166456493,88.1588829725748,7930,151.14,0,12.2326267339218,236.32709297328,7930,309.07,0,14.0919936948298,299.860100413629,7930,368.45,0
"Bancroft Near Hidalgo",34.097363,-118.257627,17201,70.7105891980354,127.23292395282,17108,108.03,2.49,48.1504515714455,272.585605760899,17118,97.14,1.78,10.0241773287098,559.299997454723,16726,887.26,0,14.6651961018773,709.030142057196,16726,888.48,0,15.9214073896926,768.063078880124,16726,889.78,0
"Beachwood Canyon",34.107337,-118.321669,14075,75.9731901840491,99.1429299641278,13366,109.97,3.16,39.0187319518215,183.89363462566,13367,67,0.33,9.64149852167011,67.2739144714202,13867,78.89,0,15.6244169611307,211.595815387361,13867,126.51,0,16.7226999350976,248.857058539912,13867,135.97,0
"Bel Air",34.094154,-118.462079,17232,70.6965340708484,184.676952889821,16994,119.43,1.53,47.2067813860453,318.426444137767,16998,95.62,1.04,7.68579852437111,77.1263909219901,17213,159.08,0,11.2748312322082,165.966602186539,17213,203.39,0,13.4045610875501,239.320105880141,17213,226.41,0
"Bell Altadena Outdoor Sensor",34.177419,-118.104442,12510,84.8149692123149,13.185861261448,12505,104.33,77.64,30.3848852459018,51.5771302031617,12505,49,9.17,0.743120351859284,3.08640536179398,12505,20.48,0,1.27095321871255,7.00280934401987,12505,33.17,0,1.48748980407835,8.71617472048534,12505,38.04,0
"Bico de Pato",33.93592,-118.143265,16742,75.5918718622998,143.777784601838,16732,115.27,11.41,43.143839627151,186.375692851247,16736,76.22,1.63,9.41262931549395,84.0804294640419,16742,223.82,0,13.8706074543065,203.943082738319,16742,393.28,0,14.8233914705531,236.319701740177,16742,430.16,0.01
"BikeSGV - Alhambra",34.070987,-118.1424,17072,76.4936739002933,134.838133607068,17050,111.5,47.04,40.2034475073313,176.87750151654,17050,71.76,3,10.5604819700968,80.0923209122911,17055,134.41,0,15.7470741717971,213.339658039239,17055,253.74,0,17.1084854881268,271.784860430405,17055,380.55,0
"BikeSGV - Baldwin Park",34.096551,-117.970322,17181,77.0113245732387,175.350317112,17047,127.93,29.56,39.9809094640553,188.454458640369,17054,73.58,1,6.08080881491032,40.4835956179801,17062,103.29,0,9.06530008205367,98.8391532391761,17062,165.05,0,10.0308744578595,122.231186176254,17062,186,0
"BikeSGV Pomona",34.104334,-117.743445,17232,73.0445157068061,174.571434405773,16808,113.27,11.83,40.8487776588153,216.501693568549,16812,80.44,3.4,10.5774743195404,117.875384763922,17231,244.72,0,15.4635331669665,332.844876488729,17231,673.27,0,17.2626423306831,484.671961055986,17231,950.22,0
"Blair way",33.797892,-118.350128,9206,80.0052874698255,25.6419362336028,9114,96.97,8.33,28.4159155701756,47.9448478073245,9120,51.49,3.83,4.1549565406345,31.6356989767048,9204,153.37,0,5.96043133420251,63.8847018350109,9204,193.56,0,6.25408192090397,70.7084652550505,9204,195.97,0
"Blanco Way",33.995513,-118.397958,4000,66.1605749999997,37.8885460058764,4000,93.57,50.37,51.14342,185.681823259415,4000,72.33,9.77,7.57797249999996,70.4998462258001,4000,54.84,0,13.5649025,250.59749046311,4000,106.96,0,14.6851425,295.00818222525,4000,115.88,0.02
"Boothbay",33.67108,-117.981589,3871,62.4741729420928,59.4723339846289,3851,98.9,42.43,56.2940067514931,214.862240643071,3851,85.13,6.07,9.16418852246168,116.931430321853,3851,94.74,0,14.5343754868865,290.363213811182,3851,136.38,0,15.9302051415217,342.527041022842,3851,143.92,0
"Butterfield",34.03872,-118.416681,2196,65.1840273972602,45.0455425666314,2190,92.61,50,47.5875844748859,214.816502933701,2190,70.93,7.93,6.02806392694066,66.2853358570351,2190,70.99,0,10.1884794520548,225.12314556262,2190,156.92,0,11.7377899543379,300.176248927995,2190,197.15,0.02
"CAMS 1",34.044102,-117.853542,11486,77.5802519905501,203.813205396769,11429,116.53,44.17,37.6063680111996,244.683092696547,11429,77.44,0.63,10.4762323912853,111.822428576021,11429,234.36,0,16.7862936389885,325.684627371241,11429,379.54,0,18.6229635138683,390.621839457981,11429,410.76,0.04
"CAZIER-SM-002",34.015505,-118.482246,14955,73.6252716082414,47.9113037129369,14948,99.67,51.87,49.8301404870217,135.322869626344,14948,69,3,8.87515587369548,75.2337945364836,14948,146.81,0,13.9717213005084,191.788579836151,14948,223.12,0,14.6780646240299,212.080648926847,14948,237.22,0
"CAZIER-SM-004",34.032117,-118.508392,17208,73.9077139357165,54.5956322663133,17143,98.53,51.84,45.3472198904046,141.243351432202,17154,73.58,3,6.69487699661882,57.7274243683586,17154,155.75,0,10.1227731141424,130.485943157639,17154,194.93,0,11.1558126384517,157.67702477245,17154,204.85,0
"CAZIER-SM-008",34.000767,-118.485487,17232,73.6871809933699,55.8471155623073,17194,110.57,4.53,50.691678004535,128.682177740016,17199,79.64,2.31,7.8592746053853,60.2213276265197,17232,134.45,0,12.8894748142989,163.846300722365,17232,184.59,0,14.1890680129992,181.925481726672,17232,191.71,0
"CAZIER-SM-015",34.024752,-118.48884,17036,73.5379276937613,39.0530790514264,16928,95.63,9.73,46.4799515881454,135.678896437405,16938,69.74,2.02,7.18830798144112,95.9797885911482,17027,686.56,0,11.5392881893464,211.159176551913,17027,687.03,0,12.7541780701239,249.049458121231,17027,687.27,0
"CAZIER-SM-016",34.042714,-118.47522,16397,70.7634507995083,47.6428273126036,16260,103.9,20.12,50.3255791933105,193.527430728894,16264,82.3,3.13,7.2645004668534,71.2576227101708,16065,220.33,0,12.1532499221911,181.338302180118,16065,312.07,0,13.2530177404294,214.745882638204,16065,329.37,0
"CAZIER-SM-019",34.04805,-118.466029,3911,66.5234262337,42.4449538845188,3911,96.1,50.97,46.3465609818461,209.203997658619,3911,69.73,11.03,6.77069803119405,74.7597849601982,3911,59.56,0,11.0785400153413,243.567827919049,3911,112.41,0,12.1389721298901,291.076626820452,3911,122.16,0
"CAZIER-SM-020",34.035377,-118.46531,17051,71.8652422959304,49.5661355350077,17004,101.93,2,48.4263555137547,174.590927625764,17012,80.44,1.22,7.58144985337242,61.8634605876954,17050,149.49,0,12.2153888563051,160.388130005976,17050,200.15,0,13.1797249266861,187.79127824564,17050,207.63,0
"CCA 137th St. & Glascow Pl.",33.908277,-118.3726,17232,71.5749436112074,73.9981766638743,17202,99.83,4.4,47.1277430979366,145.207955060713,17205,71.49,1.83,9.58537961458092,82.3861883913227,17228,101.09,0,14.6530734850243,211.950752107677,17228,171.66,0,16.3565503830974,254.963133899651,17228,200.23,0.01
"CCA 15th and Manhattan Ave",33.88721,-118.412091,15529,74.9932996567576,77.1156018252906,15441,121.1,4.58,44.1150378812404,121.058854439376,15443,71.27,0,2.39050712949211,25.8140385478083,15499,80.26,0,3.72591522033667,66.2841835264343,15499,165.43,0,4.16972256274586,82.1195233195698,15499,202.69,0
"CCA 180th and Glenburn Torrance",33.867939,-118.330409,17232,72.4162747850501,73.9938093379186,17097,98.57,1.44,50.849541654487,113.968721305343,17105,77.69,1.29,10.5566664732169,103.457211603147,17231,128.95,0,14.3056264871453,188.54339325665,17231,204.43,0,16.0164923684058,240.220604074216,17231,247.89,0
"CCA 27th & Brighton",34.030904,-118.301509,15393,73.2933515219244,71.5205373004224,15211,101.7,49.97,44.5096569175155,138.423789930926,15215,78.51,1.17,9.89142096615192,77.2343030155589,15215,74.89,0,15.6295077226422,216.928092218538,15215,113.51,0,17.4697739073282,287.302758316174,15215,130.61,0
"CCA 31st and Cedar LB",33.813402,-118.195898,13568,74.6651099755608,107.163361962056,13503,106.3,8.07,52.5292343576453,541.186906744899,13505,100,0.23,8.84638536441427,70.1631163174368,13556,100.97,0,13.0926799940986,160.94214460611,13556,147.49,0,14.503138093833,201.81474318742,13556,162.14,0.01
"CCA 52nd St and Corona",33.994647,-118.193357,12021,74.6593599667079,146.113812783265,12015,110.97,42.5,46.8015072825638,278.140901148917,12015,100,2.97,12.4082280482731,121.566785298414,12015,188.36,0,20.0452309612984,372.189878902456,12015,350.02,0,21.3799600499375,443.676435057504,12015,408.75,0.03
"CCA 52nd St and Gifford",33.994369,-118.19114,12614,75.7674690816244,126.425573980153,12533,113.1,11.57,44.210611088951,227.504231348256,12535,73.64,0,11.4988392927932,101.291962290457,12613,232.76,0,18.619140569254,302.119602321896,12613,394.49,0.01,19.3948029810514,330.961014528656,12613,411.13,0.02
"CCA 53rd and Carmelita",33.993958,-118.195693,13718,73.5864619200469,129.910489253895,13708,107.9,40.7,49.2211146775598,230.551043785491,13708,77,3.9,12.3111839801575,108.816650797696,13708,206.3,0,19.2107477385469,302.661738997278,13708,330.15,0,20.4123876568428,332.406688651928,13708,346.47,0.02
"CCA 53rd and King",33.990676,-118.182359,7891,71.7480651705339,144.623943935393,7887,110.63,42,47.8000748066439,317.749781924408,7887,81.89,2.97,10.3172017243565,87.629476558719,7887,123.64,0,16.6507062254343,278.45467285903,7887,208.19,0,17.5920540129326,302.993588222799,7887,218.25,0.01
"CCA 56th and King",33.989805,-118.182991,13836,73.4415502975756,133.945926448837,13778,108.23,41.22,45.4753657474604,244.450057903813,13780,74.07,2,10.7125094175601,104.898504214575,13804,208.2,0,17.765666473486,360.228465621131,13804,363.11,0,19.5375492610837,424.868043221878,13804,391.86,0.01
"CCA 57th and Atlantic",33.989017,-118.184644,11993,75.704102045971,131.110315438558,11877,114.43,47.23,43.0012722067858,232.193079494523,11877,79.1,2,10.9757219746026,99.6417595523009,11891,197.88,0,17.4673913043479,306.744834573444,11891,390.1,0,18.9867176856446,359.147488493799,11891,486.44,0.01
"CCA 57th and Fishburn",33.989522,-118.189711,15441,74.1694259501963,120.042686714157,15260,108.3,5.44,47.4619213630408,220.396357996307,15260,74.03,2.47,11.7743332465164,116.916524277037,15358,254.41,0,18.8429287667664,414.098932191445,15358,643.55,0,20.4592271129053,499.301631303373,15358,764.26,0
"CCA 61st St and Mayflower",33.983072,-118.181652,6962,71.6002988935188,124.220292092311,6959,106.8,41.6,47.4786334243425,273.188849971812,6959,91.33,3.53,12.6639689610576,131.369164526774,6959,81.05,0,19.3737706567035,371.904727717443,6959,265.47,0.01,20.8015519471189,425.341102765014,6959,309.85,0.04
"CCA 61st and Prospect",33.98314,-118.182863,13921,75.9895499187998,113.366956734767,12931,114,43.52,45.0646563587164,196.49984716619,12935,73.1,2.17,12.6544507151141,128.55640812373,12935,237.93,0,21.3709462698106,446.405836231455,12935,564.44,0.11,23.4819427908774,579.757143967657,12935,709.61,0.23
"CCA 6th Fl Ocean Blvd and Hart AGL",33.766276,-118.188412,1300,68.0573676012463,13.6771891679596,1284,81,58.9,46.8360981308412,69.9076819576271,1284,63,12.93,3.89033489096574,22.7904928729515,1284,53,0,5.75753115264798,49.8697752718268,1284,71.42,0.06,6.54501557632398,63.5071547152676,1284,76.62,0.11
"CCA 92nd and Graham",33.95311,-118.242999,16839,73.8152443833653,90.9745359546148,16736,104,11.48,43.9079273682954,155.093169038867,16742,81.67,1.23,13.3999661500088,141.131168837195,16839,241.34,0,20.111541065384,336.330300469732,16839,384.86,0,21.5765556149414,388.392438901632,16839,411.12,0.02
"CCA Alma and 1st",34.035696,-118.191404,16414,74.6112401634838,168.416434583178,16393,115.33,45,41.681745150665,236.089601437883,16394,100,0,11.9959924362571,108.641152315199,16394,190.12,0,18.3104806636575,286.738556994591,16394,281.21,0,20.3890679516896,373.955867465277,16394,365.05,0.01
"CCA Anza & Carson",33.8302,-118.36141,16872,73.2777231792078,95.8369996936761,16545,107.9,9.24,45.7828733756423,123.210569559944,16545,77.67,2.16,7.59892920668798,54.8671243202772,16866,108.34,0,12.6957411360133,150.953945543184,16866,207.9,0.01,14.2685948061189,193.472634230473,16866,246.33,0.03
"CCA Averill",33.735391,-118.307771,16422,75.6569003735224,91.2181376421849,16331,108.57,5.74,44.4675814152792,157.124735227532,16336,73.78,3.13,7.51880058508045,75.6037559331694,16408,258.4,0,10.471506582155,267.798493140566,16408,757.75,0,11.2837559429477,272.291649616507,16406,801.8,0
"CCA Barbara and 35th",33.715584,-118.303802,13805,71.9086878682581,46.8364898019404,13238,100.03,39,56.9772348942593,170.356332507704,13240,100,6.37,3.49544346058931,11.5215167409782,13778,51.59,0,5.49956452315286,27.772101095096,13778,99.61,0,7.57865437654232,55.1161430537949,13778,155.49,0
"CCA Brookhurst and Orangethorpe",33.859305,-117.959179,17232,75.9396500672942,129.895885493175,17089,111.3,2.36,37.2528428504566,155.03326676999,17092,67.8,0,9.20047834668528,76.0843398234216,17226,177.5,0,13.5626581911064,187.840180341447,17226,285.06,0,15.3952629745734,256.881063864077,17226,334.99,0.01
"CCA CarlitosTires",33.976488,-118.247844,15361,78.6217265469063,105.476370909955,7014,108.33,26.53,38.4068771379703,233.541045399585,7016,100,2,10.8047949302193,127.247753775059,7022,271.96,0,16.3137410994019,331.168900188195,7022,481.19,0,17.5042438051838,395.062598224555,7022,524.57,0
"CCA Carmelita and 55th",33.99217,-118.195937,10402,77.3247231301678,158.664362181773,10402,114.03,45.4,44.3547798500288,227.746516041328,10402,76.17,3,11.6858181119015,118.55895278222,10402,225.45,0,18.8548250336474,378.432108848338,10402,362.14,0,20.1697865795039,458.696779110296,10402,382.33,0
"CCA Casa Pl and Santa Fe",33.962036,-118.229541,17221,73.0273974532011,110.096723854286,17041,108.93,10.29,43.535078918031,182.930983028333,17043,73.29,0.3,11.9055914353872,123.061210942805,17187,261.58,0,18.0944446383894,314.571916523571,17187,430.12,0,19.8904846686448,393.358866953494,17187,486.1,0
"CCA Corona and Bell",33.975843,-118.196808,3867,66.9147515527947,59.2171393635747,3864,98.7,46.13,43.8212758799172,159.260138392419,3864,64.5,7.93,11.6416278467909,139.207070686214,3864,72.01,0,18.302417184265,394.105528403702,3864,130.69,0,20.7957945134576,522.959739156318,3864,158.98,0
"CCA Del Amo & Crenshaw",33.846742,-118.328551,16664,70.5507251885369,72.0004241271411,16575,106.13,2.93,50.8333833996864,155.042056990114,16578,78.4,1.47,9.43422462462465,78.8631952093154,16650,91.62,0,13.9162324324325,183.712563058473,16650,124.97,0,15.0544444444445,220.134082894535,16650,140.78,0
"CCA Drycreek & Prospectors",34.029138,-117.81296,8894,76.6511806825107,185.474036987615,6564,113.88,24,38.217170041102,229.17725981898,6569,71.57,1.5,10.3087129164765,55.4250068032981,6573,94.59,0,14.904244637152,139.556189284027,6573,120.84,0,16.4880298189563,181.781570722179,6573,127.58,0
"CCA E Tyler St. and Santa Fe",33.838415,-118.215033,650,68.2561823802163,92.0395140409894,647,102.43,52.43,46.5320092735703,206.39342351075,647,64.57,7.47,12.901313755796,113.513720097999,647,57.54,0.02,19.0681607418856,278.024816580933,647,93.61,0.1,21.2820556414219,349.710867439624,647,106.77,0.16
"CCA ECHS",33.882392,-118.355182,16200,74.2657291471992,109.000404273009,16053,120.4,6.91,46.9386899128267,182.336977485258,16060,79.96,0,9.2780092592593,75.9960177108842,16200,102.62,0,13.7310703703703,176.421394113203,16200,139.61,0,15.2337395061728,211.12329494788,16200,153.39,0.02
"CCA Fidelia and Bartmus",33.999369,-118.148981,16034,78.245306856926,116.662518814086,15838,114.1,7.78,37.1426451653625,152.238744735284,15844,68.87,0.83,10.527133546406,88.6815093562551,15957,185.33,0.26,16.9797975809989,287.749974081611,15957,403.37,0.35,18.446583317666,355.969377508302,15957,482.15,0.44
"CCA Gifford and 57th",33.989542,-118.191973,6372,73.7173809968268,158.638294390476,5357,115.2,3,47.0027160724285,329.283897195882,5357,79.43,2.13,12.7701616446956,126.520403725241,6372,168.38,0,20.4127887633396,371.92989501549,6372,275.17,0,21.9371876961708,413.49543481455,6372,287.68,0.02
"CCA Gifford and Gage",33.978896,-118.193646,3751,70.2633555792845,78.6083853992976,3746,115.13,49.8,40.3933529097704,201.134286912537,3746,65.5,1.9,14.0140683395622,178.555190653807,3746,120.54,0,20.2107688200747,414.365486084323,3746,179.6,0,21.9830646022424,514.425620619056,3746,193.97,0
"CCA Grayson",34.157441,-118.276815,3916,65.5058367662205,72.756784027945,3884,96.81,45.47,41.0294258496395,206.470176312038,3884,75.67,3.67,9.1690010298661,86.5418312449121,3884,53.21,0,14.2721060762101,231.988369707004,3884,91.75,0,16.2468048403708,317.834163391212,3884,108.68,0
"CCA Hamilton San Pedro",33.716674,-118.309903,16985,70.795057581001,57.2841079197646,16759,101.7,4.16,90.1275671160962,430.751731268249,16762,100,4.64,6.01087474211609,46.5641550352997,16965,137.3,0,8.5698178603006,90.2987984046924,16965,198.21,0,10.2990480400825,125.453098297917,16965,231.74,0.02
"CCA Hawthorne & 165th",33.880946,-118.352827,17232,71.9462100669189,67.200362480312,17185,100.27,3.17,48.1013614941523,124.741283343481,17187,100,0.72,9.1899791086351,78.1583430092545,17232,109.01,0,14.2314409238625,191.366534868661,17232,151.41,0,15.4376659702878,230.90983538537,17232,160,0.02
"CCA Hermosa Beach 10th St",33.86322,-118.387819,17132,71.5244896360566,55.5246652230923,16596,105.43,5.74,51.5560651885772,121.741871140414,16598,76.42,4.61,8.46940025139163,72.199948951904,16707,77.66,0,12.2160543484767,155.031326008778,16707,119.16,0,13.3950158616149,189.235790522615,16707,134.29,0
